group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,csr vecmul,0.03,,,1000217.0,ns,40
vecmul,csr vecmul,0.03,,,2001169.0,ns,80
vecmul,csr vecmul,0.03,,,2993900.0,ns,120
vecmul,csr vecmul,0.03,,,3989552.0,ns,160
vecmul,csr vecmul,0.03,,,4987087.0,ns,200
vecmul,csr vecmul,0.03,,,5985595.0,ns,240
vecmul,csr vecmul,0.03,,,6982494.0,ns,280
vecmul,csr vecmul,0.03,,,7978092.0,ns,320
vecmul,csr vecmul,0.03,,,8975894.0,ns,360
vecmul,csr vecmul,0.03,,,10002782.0,ns,400
vecmul,csr vecmul,0.03,,,10971520.0,ns,440
vecmul,csr vecmul,0.03,,,11967731.0,ns,480
vecmul,csr vecmul,0.03,,,12965605.0,ns,520
vecmul,csr vecmul,0.03,,,13964492.0,ns,560
vecmul,csr vecmul,0.03,,,14961586.0,ns,600
vecmul,csr vecmul,0.03,,,15962378.0,ns,640
vecmul,csr vecmul,0.03,,,16956073.0,ns,680
vecmul,csr vecmul,0.03,,,17952443.0,ns,720
vecmul,csr vecmul,0.03,,,19002161.0,ns,760
vecmul,csr vecmul,0.03,,,19981362.0,ns,800
vecmul,csr vecmul,0.03,,,20945039.0,ns,840
vecmul,csr vecmul,0.03,,,21947159.0,ns,880
vecmul,csr vecmul,0.03,,,22937022.0,ns,920
vecmul,csr vecmul,0.03,,,23937561.0,ns,960
vecmul,csr vecmul,0.03,,,24935735.0,ns,1000
vecmul,csr vecmul,0.03,,,25931105.0,ns,1040
vecmul,csr vecmul,0.03,,,26961205.0,ns,1080
vecmul,csr vecmul,0.03,,,27924450.0,ns,1120
vecmul,csr vecmul,0.03,,,28941414.0,ns,1160
vecmul,csr vecmul,0.03,,,29921301.0,ns,1200
vecmul,csr vecmul,0.03,,,30917904.0,ns,1240
vecmul,csr vecmul,0.03,,,31923125.0,ns,1280
vecmul,csr vecmul,0.03,,,32913171.0,ns,1320
vecmul,csr vecmul,0.03,,,33914219.0,ns,1360
vecmul,csr vecmul,0.03,,,34911514.0,ns,1400
vecmul,csr vecmul,0.03,,,39251467.0,ns,1440
vecmul,csr vecmul,0.03,,,36944446.0,ns,1480
vecmul,csr vecmul,0.03,,,37902225.0,ns,1520
vecmul,csr vecmul,0.03,,,38938973.0,ns,1560
vecmul,csr vecmul,0.03,,,39897795.0,ns,1600
vecmul,csr vecmul,0.03,,,40892288.0,ns,1640
vecmul,csr vecmul,0.03,,,41894040.0,ns,1680
vecmul,csr vecmul,0.03,,,42886976.0,ns,1720
vecmul,csr vecmul,0.03,,,43884486.0,ns,1760
vecmul,csr vecmul,0.03,,,44912453.0,ns,1800
vecmul,csr vecmul,0.03,,,45881506.0,ns,1840
vecmul,csr vecmul,0.03,,,46878257.0,ns,1880
vecmul,csr vecmul,0.03,,,47882025.0,ns,1920
vecmul,csr vecmul,0.03,,,48902149.0,ns,1960
vecmul,csr vecmul,0.03,,,49872969.0,ns,2000
vecmul,csr vecmul,0.03,,,50893073.0,ns,2040
vecmul,csr vecmul,0.03,,,51861001.0,ns,2080
vecmul,csr vecmul,0.03,,,52871477.0,ns,2120
vecmul,csr vecmul,0.03,,,53857165.0,ns,2160
vecmul,csr vecmul,0.03,,,54887765.0,ns,2200
vecmul,csr vecmul,0.03,,,55854964.0,ns,2240
vecmul,csr vecmul,0.03,,,56958759.0,ns,2280
vecmul,csr vecmul,0.03,,,57853437.0,ns,2320
vecmul,csr vecmul,0.03,,,58987430.0,ns,2360
vecmul,csr vecmul,0.03,,,59860906.0,ns,2400
vecmul,csr vecmul,0.03,,,60835886.0,ns,2440
vecmul,csr vecmul,0.03,,,61880906.0,ns,2480
vecmul,csr vecmul,0.03,,,62860099.0,ns,2520
vecmul,csr vecmul,0.03,,,63835784.0,ns,2560
vecmul,csr vecmul,0.03,,,64831381.0,ns,2600
vecmul,csr vecmul,0.03,,,65860191.0,ns,2640
vecmul,csr vecmul,0.03,,,66822403.0,ns,2680
vecmul,csr vecmul,0.03,,,67850579.0,ns,2720
vecmul,csr vecmul,0.03,,,68818683.0,ns,2760
vecmul,csr vecmul,0.03,,,69840244.0,ns,2800
vecmul,csr vecmul,0.03,,,70820977.0,ns,2840
vecmul,csr vecmul,0.03,,,92786542.0,ns,2880
vecmul,csr vecmul,0.03,,,74582237.0,ns,2920
vecmul,csr vecmul,0.03,,,74575466.0,ns,2960
vecmul,csr vecmul,0.03,,,75679880.0,ns,3000
vecmul,csr vecmul,0.03,,,76761617.0,ns,3040
vecmul,csr vecmul,0.03,,,77642611.0,ns,3080
vecmul,csr vecmul,0.03,,,79589310.0,ns,3120
vecmul,csr vecmul,0.03,,,79633158.0,ns,3160
vecmul,csr vecmul,0.03,,,80735963.0,ns,3200
vecmul,csr vecmul,0.03,,,81606912.0,ns,3240
vecmul,csr vecmul,0.03,,,82593018.0,ns,3280
vecmul,csr vecmul,0.03,,,82586830.0,ns,3320
vecmul,csr vecmul,0.03,,,84604606.0,ns,3360
vecmul,csr vecmul,0.03,,,94261414.0,ns,3400
vecmul,csr vecmul,0.03,,,88512476.0,ns,3440
vecmul,csr vecmul,0.03,,,86575519.0,ns,3480
vecmul,csr vecmul,0.03,,,87581088.0,ns,3520
vecmul,csr vecmul,0.03,,,88550540.0,ns,3560
vecmul,csr vecmul,0.03,,,89537744.0,ns,3600
vecmul,csr vecmul,0.03,,,90651702.0,ns,3640
vecmul,csr vecmul,0.03,,,91530940.0,ns,3680
vecmul,csr vecmul,0.03,,,92534597.0,ns,3720
vecmul,csr vecmul,0.03,,,93546124.0,ns,3760
vecmul,csr vecmul,0.03,,,94531707.0,ns,3800
vecmul,csr vecmul,0.03,,,95580825.0,ns,3840
vecmul,csr vecmul,0.03,,,96489482.0,ns,3880
vecmul,csr vecmul,0.03,,,97518523.0,ns,3920
vecmul,csr vecmul,0.03,,,98473282.0,ns,3960
vecmul,csr vecmul,0.03,,,99474892.0,ns,4000
