group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,csr vecmul,0.05,,,1017718.0,ns,28
vecmul,csr vecmul,0.05,,,2022454.0,ns,56
vecmul,csr vecmul,0.05,,,3035551.0,ns,84
vecmul,csr vecmul,0.05,,,4046114.0,ns,112
vecmul,csr vecmul,0.05,,,5057460.0,ns,140
vecmul,csr vecmul,0.05,,,6070458.0,ns,168
vecmul,csr vecmul,0.05,,,7082117.0,ns,196
vecmul,csr vecmul,0.05,,,8093267.0,ns,224
vecmul,csr vecmul,0.05,,,9105071.0,ns,252
vecmul,csr vecmul,0.05,,,10115903.0,ns,280
vecmul,csr vecmul,0.05,,,11129746.0,ns,308
vecmul,csr vecmul,0.05,,,12152593.0,ns,336
vecmul,csr vecmul,0.05,,,13155137.0,ns,364
vecmul,csr vecmul,0.05,,,14164027.0,ns,392
vecmul,csr vecmul,0.05,,,15179115.0,ns,420
vecmul,csr vecmul,0.05,,,16188377.0,ns,448
vecmul,csr vecmul,0.05,,,17199774.0,ns,476
vecmul,csr vecmul,0.05,,,18211608.0,ns,504
vecmul,csr vecmul,0.05,,,19220538.0,ns,532
vecmul,csr vecmul,0.05,,,20269725.0,ns,560
vecmul,csr vecmul,0.05,,,21244581.0,ns,588
vecmul,csr vecmul,0.05,,,22253078.0,ns,616
vecmul,csr vecmul,0.05,,,23270371.0,ns,644
vecmul,csr vecmul,0.05,,,24280944.0,ns,672
vecmul,csr vecmul,0.05,,,25296549.0,ns,700
vecmul,csr vecmul,0.05,,,26376395.0,ns,728
vecmul,csr vecmul,0.05,,,27315372.0,ns,756
vecmul,csr vecmul,0.05,,,28331998.0,ns,784
vecmul,csr vecmul,0.05,,,29338745.0,ns,812
vecmul,csr vecmul,0.05,,,30354160.0,ns,840
vecmul,csr vecmul,0.05,,,31360786.0,ns,868
vecmul,csr vecmul,0.05,,,32400219.0,ns,896
vecmul,csr vecmul,0.05,,,33381691.0,ns,924
vecmul,csr vecmul,0.05,,,34427331.0,ns,952
vecmul,csr vecmul,0.05,,,35460326.0,ns,980
vecmul,csr vecmul,0.05,,,36422321.0,ns,1008
vecmul,csr vecmul,0.05,,,37432561.0,ns,1036
vecmul,csr vecmul,0.05,,,38446246.0,ns,1064
vecmul,csr vecmul,0.05,,,39493018.0,ns,1092
vecmul,csr vecmul,0.05,,,40574314.0,ns,1120
vecmul,csr vecmul,0.05,,,41511067.0,ns,1148
vecmul,csr vecmul,0.05,,,42507177.0,ns,1176
vecmul,csr vecmul,0.05,,,43505546.0,ns,1204
vecmul,csr vecmul,0.05,,,44542851.0,ns,1232
vecmul,csr vecmul,0.05,,,45522292.0,ns,1260
vecmul,csr vecmul,0.05,,,46536116.0,ns,1288
vecmul,csr vecmul,0.05,,,47551941.0,ns,1316
vecmul,csr vecmul,0.05,,,48590252.0,ns,1344
vecmul,csr vecmul,0.05,,,49583457.0,ns,1372
vecmul,csr vecmul,0.05,,,50607208.0,ns,1400
vecmul,csr vecmul,0.05,,,51671722.0,ns,1428
vecmul,csr vecmul,0.05,,,52616935.0,ns,1456
vecmul,csr vecmul,0.05,,,53628004.0,ns,1484
vecmul,csr vecmul,0.05,,,54677852.0,ns,1512
vecmul,csr vecmul,0.05,,,55641000.0,ns,1540
vecmul,csr vecmul,0.05,,,56654114.0,ns,1568
vecmul,csr vecmul,0.05,,,57673100.0,ns,1596
vecmul,csr vecmul,0.05,,,58679695.0,ns,1624
vecmul,csr vecmul,0.05,,,59709359.0,ns,1652
vecmul,csr vecmul,0.05,,,60720772.0,ns,1680
vecmul,csr vecmul,0.05,,,61715185.0,ns,1708
vecmul,csr vecmul,0.05,,,62752114.0,ns,1736
vecmul,csr vecmul,0.05,,,63740335.0,ns,1764
vecmul,csr vecmul,0.05,,,64750739.0,ns,1792
vecmul,csr vecmul,0.05,,,65791736.0,ns,1820
vecmul,csr vecmul,0.05,,,66778999.0,ns,1848
vecmul,csr vecmul,0.05,,,67790234.0,ns,1876
vecmul,csr vecmul,0.05,,,72198683.0,ns,1904
vecmul,csr vecmul,0.05,,,69867412.0,ns,1932
vecmul,csr vecmul,0.05,,,70818205.0,ns,1960
vecmul,csr vecmul,0.05,,,71823526.0,ns,1988
vecmul,csr vecmul,0.05,,,72842914.0,ns,2016
vecmul,csr vecmul,0.05,,,73853070.0,ns,2044
vecmul,csr vecmul,0.05,,,75031641.0,ns,2072
vecmul,csr vecmul,0.05,,,75881874.0,ns,2100
vecmul,csr vecmul,0.05,,,76894918.0,ns,2128
vecmul,csr vecmul,0.05,,,77922921.0,ns,2156
vecmul,csr vecmul,0.05,,,78950449.0,ns,2184
vecmul,csr vecmul,0.05,,,79934744.0,ns,2212
vecmul,csr vecmul,0.05,,,80938367.0,ns,2240
vecmul,csr vecmul,0.05,,,82044481.0,ns,2268
vecmul,csr vecmul,0.05,,,82989290.0,ns,2296
vecmul,csr vecmul,0.05,,,83991702.0,ns,2324
vecmul,csr vecmul,0.05,,,84986548.0,ns,2352
vecmul,csr vecmul,0.05,,,86046864.0,ns,2380
vecmul,csr vecmul,0.05,,,87054704.0,ns,2408
vecmul,csr vecmul,0.05,,,88025966.0,ns,2436
vecmul,csr vecmul,0.05,,,89061797.0,ns,2464
vecmul,csr vecmul,0.05,,,90073324.0,ns,2492
vecmul,csr vecmul,0.05,,,91060873.0,ns,2520
vecmul,csr vecmul,0.05,,,92073784.0,ns,2548
vecmul,csr vecmul,0.05,,,93084148.0,ns,2576
vecmul,csr vecmul,0.05,,,94200895.0,ns,2604
vecmul,csr vecmul,0.05,,,95107590.0,ns,2632
vecmul,csr vecmul,0.05,,,96177256.0,ns,2660
vecmul,csr vecmul,0.05,,,97166266.0,ns,2688
vecmul,csr vecmul,0.05,,,98150806.0,ns,2716
vecmul,csr vecmul,0.05,,,99281490.0,ns,2744
vecmul,csr vecmul,0.05,,,100217104.0,ns,2772
vecmul,csr vecmul,0.05,,,101185346.0,ns,2800
