group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,csr,0.06,,,997138.0,ns,24
vecmul,csr,0.06,,,1993847.0,ns,48
vecmul,csr,0.06,,,2993383.0,ns,72
vecmul,csr,0.06,,,3990184.0,ns,96
vecmul,csr,0.06,,,4985935.0,ns,120
vecmul,csr,0.06,,,5985968.0,ns,144
vecmul,csr,0.06,,,6980917.0,ns,168
vecmul,csr,0.06,,,7979124.0,ns,192
vecmul,csr,0.06,,,8978378.0,ns,216
vecmul,csr,0.06,,,9973293.0,ns,240
vecmul,csr,0.06,,,10971309.0,ns,264
vecmul,csr,0.06,,,11994132.0,ns,288
vecmul,csr,0.06,,,12968701.0,ns,312
vecmul,csr,0.06,,,13966459.0,ns,336
vecmul,csr,0.06,,,14963139.0,ns,360
vecmul,csr,0.06,,,15961996.0,ns,384
vecmul,csr,0.06,,,16961118.0,ns,408
vecmul,csr,0.06,,,17959012.0,ns,432
vecmul,csr,0.06,,,18958415.0,ns,456
vecmul,csr,0.06,,,19955030.0,ns,480
vecmul,csr,0.06,,,20948273.0,ns,504
vecmul,csr,0.06,,,21948232.0,ns,528
vecmul,csr,0.06,,,22971026.0,ns,552
vecmul,csr,0.06,,,23942885.0,ns,576
vecmul,csr,0.06,,,24941909.0,ns,600
vecmul,csr,0.06,,,26014666.0,ns,624
vecmul,csr,0.06,,,26932790.0,ns,648
vecmul,csr,0.06,,,27928009.0,ns,672
vecmul,csr,0.06,,,28955195.0,ns,696
vecmul,csr,0.06,,,29938651.0,ns,720
vecmul,csr,0.06,,,31065880.0,ns,744
vecmul,csr,0.06,,,31926487.0,ns,768
vecmul,csr,0.06,,,32919969.0,ns,792
vecmul,csr,0.06,,,33949611.0,ns,816
vecmul,csr,0.06,,,34917092.0,ns,840
vecmul,csr,0.06,,,35915102.0,ns,864
vecmul,csr,0.06,,,36915059.0,ns,888
vecmul,csr,0.06,,,37914365.0,ns,912
vecmul,csr,0.06,,,38909853.0,ns,936
vecmul,csr,0.06,,,39905618.0,ns,960
vecmul,csr,0.06,,,40907141.0,ns,984
vecmul,csr,0.06,,,41902851.0,ns,1008
vecmul,csr,0.06,,,42921925.0,ns,1032
vecmul,csr,0.06,,,44026873.0,ns,1056
vecmul,csr,0.06,,,44892381.0,ns,1080
vecmul,csr,0.06,,,45901544.0,ns,1104
vecmul,csr,0.06,,,46892418.0,ns,1128
vecmul,csr,0.06,,,47888074.0,ns,1152
vecmul,csr,0.06,,,48901906.0,ns,1176
vecmul,csr,0.06,,,49914631.0,ns,1200
vecmul,csr,0.06,,,50876976.0,ns,1224
vecmul,csr,0.06,,,51956536.0,ns,1248
vecmul,csr,0.06,,,52899114.0,ns,1272
vecmul,csr,0.06,,,61085346.0,ns,1296
vecmul,csr,0.06,,,54874048.0,ns,1320
vecmul,csr,0.06,,,55909450.0,ns,1344
vecmul,csr,0.06,,,56963067.0,ns,1368
vecmul,csr,0.06,,,57864997.0,ns,1392
vecmul,csr,0.06,,,58888192.0,ns,1416
vecmul,csr,0.06,,,59858208.0,ns,1440
vecmul,csr,0.06,,,60888873.0,ns,1464
vecmul,csr,0.06,,,61860060.0,ns,1488
vecmul,csr,0.06,,,62852088.0,ns,1512
vecmul,csr,0.06,,,63868303.0,ns,1536
vecmul,csr,0.06,,,64852249.0,ns,1560
vecmul,csr,0.06,,,65873300.0,ns,1584
vecmul,csr,0.06,,,66845234.0,ns,1608
vecmul,csr,0.06,,,68012313.0,ns,1632
vecmul,csr,0.06,,,68877751.0,ns,1656
vecmul,csr,0.06,,,69838430.0,ns,1680
vecmul,csr,0.06,,,71061427.0,ns,1704
vecmul,csr,0.06,,,71821049.0,ns,1728
vecmul,csr,0.06,,,72836823.0,ns,1752
vecmul,csr,0.06,,,73835356.0,ns,1776
vecmul,csr,0.06,,,74851269.0,ns,1800
vecmul,csr,0.06,,,75826671.0,ns,1824
vecmul,csr,0.06,,,76822886.0,ns,1848
vecmul,csr,0.06,,,77827829.0,ns,1872
vecmul,csr,0.06,,,78834633.0,ns,1896
vecmul,csr,0.06,,,79832300.0,ns,1920
vecmul,csr,0.06,,,80814225.0,ns,1944
vecmul,csr,0.06,,,81878650.0,ns,1968
vecmul,csr,0.06,,,82849400.0,ns,1992
vecmul,csr,0.06,,,83823501.0,ns,2016
vecmul,csr,0.06,,,87988661.0,ns,2040
vecmul,csr,0.06,,,85836613.0,ns,2064
vecmul,csr,0.06,,,86816185.0,ns,2088
vecmul,csr,0.06,,,87815367.0,ns,2112
vecmul,csr,0.06,,,88789095.0,ns,2136
vecmul,csr,0.06,,,89798806.0,ns,2160
vecmul,csr,0.06,,,90819109.0,ns,2184
vecmul,csr,0.06,,,91782322.0,ns,2208
vecmul,csr,0.06,,,92858662.0,ns,2232
vecmul,csr,0.06,,,93825230.0,ns,2256
vecmul,csr,0.06,,,94919348.0,ns,2280
vecmul,csr,0.06,,,95782144.0,ns,2304
vecmul,csr,0.06,,,96807421.0,ns,2328
vecmul,csr,0.06,,,97775150.0,ns,2352
vecmul,csr,0.06,,,98774927.0,ns,2376
vecmul,csr,0.06,,,99766240.0,ns,2400
