group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,fst vecmul,0.3,,,1220694.0,ns,1
vecmul,fst vecmul,0.3,,,2451866.0,ns,2
vecmul,fst vecmul,0.3,,,3649398.0,ns,3
vecmul,fst vecmul,0.3,,,4861035.0,ns,4
vecmul,fst vecmul,0.3,,,6075846.0,ns,5
vecmul,fst vecmul,0.3,,,7290466.0,ns,6
vecmul,fst vecmul,0.3,,,8505299.0,ns,7
vecmul,fst vecmul,0.3,,,9719337.0,ns,8
vecmul,fst vecmul,0.3,,,10935707.0,ns,9
vecmul,fst vecmul,0.3,,,12155046.0,ns,10
vecmul,fst vecmul,0.3,,,13364823.0,ns,11
vecmul,fst vecmul,0.3,,,14585104.0,ns,12
vecmul,fst vecmul,0.3,,,15797095.0,ns,13
vecmul,fst vecmul,0.3,,,17013303.0,ns,14
vecmul,fst vecmul,0.3,,,18228648.0,ns,15
vecmul,fst vecmul,0.3,,,19440499.0,ns,16
vecmul,fst vecmul,0.3,,,20658818.0,ns,17
vecmul,fst vecmul,0.3,,,21901455.0,ns,18
vecmul,fst vecmul,0.3,,,23090807.0,ns,19
vecmul,fst vecmul,0.3,,,24307076.0,ns,20
vecmul,fst vecmul,0.3,,,25529653.0,ns,21
vecmul,fst vecmul,0.3,,,26731783.0,ns,22
vecmul,fst vecmul,0.3,,,27951746.0,ns,23
vecmul,fst vecmul,0.3,,,30451449.0,ns,24
vecmul,fst vecmul,0.3,,,30374247.0,ns,25
vecmul,fst vecmul,0.3,,,31596365.0,ns,26
vecmul,fst vecmul,0.3,,,32840591.0,ns,27
vecmul,fst vecmul,0.3,,,34025166.0,ns,28
vecmul,fst vecmul,0.3,,,35381907.0,ns,29
vecmul,fst vecmul,0.3,,,36560841.0,ns,30
vecmul,fst vecmul,0.3,,,37677343.0,ns,31
vecmul,fst vecmul,0.3,,,38882259.0,ns,32
vecmul,fst vecmul,0.3,,,40097227.0,ns,33
vecmul,fst vecmul,0.3,,,41316349.0,ns,34
vecmul,fst vecmul,0.3,,,42530647.0,ns,35
vecmul,fst vecmul,0.3,,,43743255.0,ns,36
vecmul,fst vecmul,0.3,,,48243564.0,ns,37
vecmul,fst vecmul,0.3,,,46170921.0,ns,38
vecmul,fst vecmul,0.3,,,47387652.0,ns,39
vecmul,fst vecmul,0.3,,,48640743.0,ns,40
vecmul,fst vecmul,0.3,,,49817153.0,ns,41
vecmul,fst vecmul,0.3,,,51035440.0,ns,42
vecmul,fst vecmul,0.3,,,52360089.0,ns,43
vecmul,fst vecmul,0.3,,,53479360.0,ns,44
vecmul,fst vecmul,0.3,,,54702724.0,ns,45
vecmul,fst vecmul,0.3,,,55893791.0,ns,46
vecmul,fst vecmul,0.3,,,57111906.0,ns,47
vecmul,fst vecmul,0.3,,,58339567.0,ns,48
vecmul,fst vecmul,0.3,,,59598288.0,ns,49
vecmul,fst vecmul,0.3,,,60836143.0,ns,50
vecmul,fst vecmul,0.3,,,61979779.0,ns,51
vecmul,fst vecmul,0.3,,,63182165.0,ns,52
vecmul,fst vecmul,0.3,,,64402079.0,ns,53
vecmul,fst vecmul,0.3,,,65657414.0,ns,54
vecmul,fst vecmul,0.3,,,66831070.0,ns,55
vecmul,fst vecmul,0.3,,,68105185.0,ns,56
vecmul,fst vecmul,0.3,,,69263093.0,ns,57
vecmul,fst vecmul,0.3,,,70472629.0,ns,58
vecmul,fst vecmul,0.3,,,71718363.0,ns,59
vecmul,fst vecmul,0.3,,,72907330.0,ns,60
vecmul,fst vecmul,0.3,,,74123810.0,ns,61
vecmul,fst vecmul,0.3,,,75334991.0,ns,62
vecmul,fst vecmul,0.3,,,76596846.0,ns,63
vecmul,fst vecmul,0.3,,,77858880.0,ns,64
vecmul,fst vecmul,0.3,,,79123648.0,ns,65
vecmul,fst vecmul,0.3,,,80204168.0,ns,66
vecmul,fst vecmul,0.3,,,81442012.0,ns,67
vecmul,fst vecmul,0.3,,,82625639.0,ns,68
vecmul,fst vecmul,0.3,,,83847034.0,ns,69
vecmul,fst vecmul,0.3,,,85053761.0,ns,70
vecmul,fst vecmul,0.3,,,86289913.0,ns,71
vecmul,fst vecmul,0.3,,,87508712.0,ns,72
vecmul,fst vecmul,0.3,,,88715812.0,ns,73
vecmul,fst vecmul,0.3,,,89911533.0,ns,74
vecmul,fst vecmul,0.3,,,91183401.0,ns,75
vecmul,fst vecmul,0.3,,,92421500.0,ns,76
vecmul,fst vecmul,0.3,,,93568405.0,ns,77
vecmul,fst vecmul,0.3,,,94899208.0,ns,78
vecmul,fst vecmul,0.3,,,106728164.0,ns,79
vecmul,fst vecmul,0.3,,,105759911.0,ns,80
vecmul,fst vecmul,0.3,,,100356628.0,ns,81
vecmul,fst vecmul,0.3,,,100893892.0,ns,82
vecmul,fst vecmul,0.3,,,103038751.0,ns,83
vecmul,fst vecmul,0.3,,,103177554.0,ns,84
vecmul,fst vecmul,0.3,,,105321775.0,ns,85
vecmul,fst vecmul,0.3,,,106802255.0,ns,86
vecmul,fst vecmul,0.3,,,106753251.0,ns,87
vecmul,fst vecmul,0.3,,,107936689.0,ns,88
vecmul,fst vecmul,0.3,,,117682213.0,ns,89
vecmul,fst vecmul,0.3,,,112246081.0,ns,90
vecmul,fst vecmul,0.3,,,110607749.0,ns,91
vecmul,fst vecmul,0.3,,,111786673.0,ns,92
vecmul,fst vecmul,0.3,,,113023557.0,ns,93
