0.9,77584024,77599096,77596246,77591104,77607231,77594775,77583524,77590678,77594526,77586925,77596110,77587455,77590525,77594321,77594246,77601080,77587683,77577864,77596246,77594211,77597114,77586708,77585671,77586345,77593811,77587255,77599416,77590113,77608545,77587476
0.5,44628650,44627995,44602195,44617925,44625760,44610845,44617285,44632000,44600585,44619685,44604665,44607250,44624235,44612940,44601685,44611395,44631030,44626415,44604935,44614645,44601700,44620235,44622225,44620795,44602590,44614800,44604850,44611315,44605890,44609885
0.4,36224410,36231635,36222200,36235720,36221780,36247700,36220200,36227000,36231880,36209440,36215665,36193695,36245650,36219505,36229980,36242405,36234200,36223375,36215635,36213260,36229390,36217575,36226755,36217530,36204830,36215945,36228610,36228125,36241140,36226550
0.3,27843415,27827455,27830075,27831720,27825230,27825875,27839005,27837150,27828450,27840960,27827600,27840465,27857620,27840075,27848085,27841090,27831595,27847560,27830285,27837740,27838805,27832160,27828480,27837410,27849110,27823510,27863930,27829955,27832450,27829915
0.2,19450227,19453885,19453889,19448714,19445458,19447376,19446631,19457324,19452144,19444159,19448989,19419634,19437920,19447224,19457114,19455704,19446545,19434994,19443354,19443621,19448740,19444561,19456969,19446265,19444234,19436012,19447654,19456013,19458349,19448097
0.1,11218656,11206596,11212127,11201583,11204234,11212506,11207858,11214764,11196987,11193911,11201711,11198498,11213853,11201512,11211505,11189172,11216341,11201916,11212122,11210784,11203819,11194456,11210989,11206314,11204700,11204935,11202715,11206966,11220616,11202715
0.09,10319932,10318639,10320019,10326546,10315587,10317013,10306833,10315575,10327814,10322483,10315796,10317205,10323887,10316030,10319528,10300856,10313941,10324818,10322454,10312267,10321296,10328323,10317341,10322607,10308884,10318878,10321255,10320156,10321935,10320838
0.08,9376280,9385944,9386998,9382379,9380586,9369626,9389009,9398564,9403156,9386574,9386587,9395464,9391196,9389249,9396108,9380686,9390390,9389425,9377362,9393507,9383442,9384331,9380062,9381072,9395345,9385326,9393140,9386877,9387112,9386552
0.07,8406394,8387582,8409160,8386471,8411700,8395669,8401638,8388801,8412949,8402051,8401264,8405251,8399749,8401885,8405893,8389721,8398498,8393082,8405067,8404254,8401071,8403365,8398489,8403962,8411448,8410620,8416523,8407969,8400266,8402316
0.06,7179993,7172379,7189869,7182594,7193046,7194008,7183942,7185267,7194538,7186679,7192330,7199456,7206935,7182650,7184650,7186444,7198100,7187323,7201833,7190502,7174103,7187779,7185545,7198853,7199063,7187184,7202769,7181709,7194179,7182853
0.05,6071819,6062972,6065627,6074142,6065319,6055211,6073454,6069650,6076388,6076683,6082706,6075953,6077265,6070314,6067808,6067232,6074378,6069082,6066359,6068675,6063563,6074013,6075950,6071611,6074495,6077840,6065981,6066401,6076920,6076275
0.04,4939960,4940456,4941345,4941867,4941571,4945226,4942470,4950552,4950653,4960671,4942944,4942098,4949947,4952111,4945973,4939581,4942119,4938285,4941970,4950894,4944457,4944129,4944572,4940321,4933472,4950536,4954460,4940017,4942091,4950570
0.03,3790633,3789910,3795431,3794629,3795734,3794962,3790324,3787392,3798307,3802985,3794536,3793120,3790421,3794384,3796407,3794593,3786152,3793843,3799910,3801464,3791335,3784835,3802731,3798383,3792400,3790310,3795990,3804185,3799779,3794010
0.02,2629878,2632443,2630585,2628157,2631888,2628987,2633863,2629237,2630726,2632971,2630472,2628508,2631760,2632210,2629729,2632285,2629667,2631537,2627799,2632069,2632812,2632315,2623527,2634265,2633139,2633989,2639795,2626477,2631139,2626825
0.015,2034784,2027469,2036401,2030760,2025214,2032644,2021600,2031885,2032865,2039912,2029038,2033443,2032414,2026532,2025305,2027603,2030131,2027927,2034669,2031718,2037454,2026717,2032345,2026875,2027695,2028127,2027732,2030997,2024371,2027072
0.01,1408678,1404418,1400245,1407935,1411172,1406529,1406329,1406088,1402114,1405421,1407738,1409356,1410342,1408762,1406550,1406823,1404387,1407753,1407037,1409043,1406920,1409381,1404410,1406611,1405750,1403315,1412177,1405519,1404462,1408977
0.005,751778,750111,749784,751156,746485,747245,748059,750803,753357,751832,747952,749071,753742,755705,751069,748189,753357,751197,750411,749931,748802,750023,751150,750792,752002,749671,750527,755494,751902,748164
0.0025,390839,390103,391417,387812,386388,384507,391539,388812,387191,385555,388879,387831,389198,387099,387255,386595,387092,388678,387575,386606,391397,389961,388473,389172,388405,388805,389887,390867,386069,388251
0.001,170441,168802,170181,169995,170032,169207,168173,168372,167944,170708,169907,170916,170882,167978,170089,170028,169726,170757,173178,169559,170254,170131,170155,168620,171641,168709,170224,170259,169453,167989
