group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,csr vecmul,0.001,,,896874.0,ns,331
vecmul,csr vecmul,0.001,,,1776575.0,ns,662
vecmul,csr vecmul,0.001,,,2680942.0,ns,993
vecmul,csr vecmul,0.001,,,3559943.0,ns,1324
vecmul,csr vecmul,0.001,,,4435924.0,ns,1655
vecmul,csr vecmul,0.001,,,5338818.0,ns,1986
vecmul,csr vecmul,0.001,,,6231565.0,ns,2317
vecmul,csr vecmul,0.001,,,7110345.0,ns,2648
vecmul,csr vecmul,0.001,,,7997906.0,ns,2979
vecmul,csr vecmul,0.001,,,8902246.0,ns,3310
vecmul,csr vecmul,0.001,,,9775617.0,ns,3641
vecmul,csr vecmul,0.001,,,10665751.0,ns,3972
vecmul,csr vecmul,0.001,,,11559291.0,ns,4303
vecmul,csr vecmul,0.001,,,12455751.0,ns,4634
vecmul,csr vecmul,0.001,,,13350431.0,ns,4965
vecmul,csr vecmul,0.001,,,14236053.0,ns,5296
vecmul,csr vecmul,0.001,,,15124582.0,ns,5627
vecmul,csr vecmul,0.001,,,15984067.0,ns,5958
vecmul,csr vecmul,0.001,,,16900321.0,ns,6289
vecmul,csr vecmul,0.001,,,17753560.0,ns,6620
vecmul,csr vecmul,0.001,,,18651610.0,ns,6951
vecmul,csr vecmul,0.001,,,19568659.0,ns,7282
vecmul,csr vecmul,0.001,,,20452811.0,ns,7613
vecmul,csr vecmul,0.001,,,21509717.0,ns,7944
vecmul,csr vecmul,0.001,,,22258160.0,ns,8275
vecmul,csr vecmul,0.001,,,23147059.0,ns,8606
vecmul,csr vecmul,0.001,,,24058478.0,ns,8937
vecmul,csr vecmul,0.001,,,24934069.0,ns,9268
vecmul,csr vecmul,0.001,,,25750184.0,ns,9599
vecmul,csr vecmul,0.001,,,26694057.0,ns,9930
vecmul,csr vecmul,0.001,,,27591885.0,ns,10261
vecmul,csr vecmul,0.001,,,28439608.0,ns,10592
vecmul,csr vecmul,0.001,,,29362106.0,ns,10923
vecmul,csr vecmul,0.001,,,30372092.0,ns,11254
vecmul,csr vecmul,0.001,,,31119715.0,ns,11585
vecmul,csr vecmul,0.001,,,32008293.0,ns,11916
vecmul,csr vecmul,0.001,,,32944444.0,ns,12247
vecmul,csr vecmul,0.001,,,33835933.0,ns,12578
vecmul,csr vecmul,0.001,,,34727108.0,ns,12909
vecmul,csr vecmul,0.001,,,35676367.0,ns,13240
vecmul,csr vecmul,0.001,,,36597342.0,ns,13571
vecmul,csr vecmul,0.001,,,37548640.0,ns,13902
vecmul,csr vecmul,0.001,,,38578056.0,ns,14233
vecmul,csr vecmul,0.001,,,39309071.0,ns,14564
vecmul,csr vecmul,0.001,,,40165452.0,ns,14895
vecmul,csr vecmul,0.001,,,41040416.0,ns,15226
vecmul,csr vecmul,0.001,,,41885794.0,ns,15557
vecmul,csr vecmul,0.001,,,42792456.0,ns,15888
vecmul,csr vecmul,0.001,,,43750741.0,ns,16219
vecmul,csr vecmul,0.001,,,44581574.0,ns,16550
vecmul,csr vecmul,0.001,,,45423138.0,ns,16881
vecmul,csr vecmul,0.001,,,46359086.0,ns,17212
vecmul,csr vecmul,0.001,,,47396200.0,ns,17543
vecmul,csr vecmul,0.001,,,48167640.0,ns,17874
vecmul,csr vecmul,0.001,,,49077271.0,ns,18205
vecmul,csr vecmul,0.001,,,49790826.0,ns,18536
vecmul,csr vecmul,0.001,,,50656997.0,ns,18867
vecmul,csr vecmul,0.001,,,51730952.0,ns,19198
vecmul,csr vecmul,0.001,,,52616790.0,ns,19529
vecmul,csr vecmul,0.001,,,53374242.0,ns,19860
vecmul,csr vecmul,0.001,,,54320990.0,ns,20191
vecmul,csr vecmul,0.001,,,55256079.0,ns,20522
vecmul,csr vecmul,0.001,,,56178133.0,ns,20853
vecmul,csr vecmul,0.001,,,56723632.0,ns,21184
vecmul,csr vecmul,0.001,,,57560423.0,ns,21515
vecmul,csr vecmul,0.001,,,58439683.0,ns,21846
vecmul,csr vecmul,0.001,,,59411518.0,ns,22177
vecmul,csr vecmul,0.001,,,60431482.0,ns,22508
vecmul,csr vecmul,0.001,,,61301535.0,ns,22839
vecmul,csr vecmul,0.001,,,62102845.0,ns,23170
vecmul,csr vecmul,0.001,,,63031376.0,ns,23501
vecmul,csr vecmul,0.001,,,63951404.0,ns,23832
vecmul,csr vecmul,0.001,,,64906918.0,ns,24163
vecmul,csr vecmul,0.001,,,65554065.0,ns,24494
vecmul,csr vecmul,0.001,,,66542073.0,ns,24825
vecmul,csr vecmul,0.001,,,67423532.0,ns,25156
vecmul,csr vecmul,0.001,,,68326451.0,ns,25487
vecmul,csr vecmul,0.001,,,69112949.0,ns,25818
vecmul,csr vecmul,0.001,,,70056613.0,ns,26149
vecmul,csr vecmul,0.001,,,71119265.0,ns,26480
vecmul,csr vecmul,0.001,,,71846468.0,ns,26811
vecmul,csr vecmul,0.001,,,72842046.0,ns,27142
vecmul,csr vecmul,0.001,,,73599758.0,ns,27473
vecmul,csr vecmul,0.001,,,74662221.0,ns,27804
vecmul,csr vecmul,0.001,,,75482277.0,ns,28135
vecmul,csr vecmul,0.001,,,76256199.0,ns,28466
vecmul,csr vecmul,0.001,,,77228362.0,ns,28797
vecmul,csr vecmul,0.001,,,78314617.0,ns,29128
vecmul,csr vecmul,0.001,,,79049401.0,ns,29459
vecmul,csr vecmul,0.001,,,79852097.0,ns,29790
vecmul,csr vecmul,0.001,,,80713904.0,ns,30121
vecmul,csr vecmul,0.001,,,81774325.0,ns,30452
vecmul,csr vecmul,0.001,,,82758367.0,ns,30783
vecmul,csr vecmul,0.001,,,83589225.0,ns,31114
vecmul,csr vecmul,0.001,,,84667055.0,ns,31445
vecmul,csr vecmul,0.001,,,85521486.0,ns,31776
vecmul,csr vecmul,0.001,,,86417227.0,ns,32107
vecmul,csr vecmul,0.001,,,87128952.0,ns,32438
vecmul,csr vecmul,0.001,,,87894989.0,ns,32769
vecmul,csr vecmul,0.001,,,88839317.0,ns,33100
