group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,fst vecmul,0.08,,,1174454.0,ns,3
vecmul,fst vecmul,0.08,,,2343646.0,ns,6
vecmul,fst vecmul,0.08,,,3503104.0,ns,9
vecmul,fst vecmul,0.08,,,4701320.0,ns,12
vecmul,fst vecmul,0.08,,,5829078.0,ns,15
vecmul,fst vecmul,0.08,,,7008179.0,ns,18
vecmul,fst vecmul,0.08,,,8165132.0,ns,21
vecmul,fst vecmul,0.08,,,9321984.0,ns,24
vecmul,fst vecmul,0.08,,,10484132.0,ns,27
vecmul,fst vecmul,0.08,,,11650150.0,ns,30
vecmul,fst vecmul,0.08,,,12817267.0,ns,33
vecmul,fst vecmul,0.08,,,13984594.0,ns,36
vecmul,fst vecmul,0.08,,,15156988.0,ns,39
vecmul,fst vecmul,0.08,,,16321855.0,ns,42
vecmul,fst vecmul,0.08,,,17474169.0,ns,45
vecmul,fst vecmul,0.08,,,18640997.0,ns,48
vecmul,fst vecmul,0.08,,,19805682.0,ns,51
vecmul,fst vecmul,0.08,,,20970631.0,ns,54
vecmul,fst vecmul,0.08,,,22140412.0,ns,57
vecmul,fst vecmul,0.08,,,26592228.0,ns,60
vecmul,fst vecmul,0.08,,,24469519.0,ns,63
vecmul,fst vecmul,0.08,,,25631215.0,ns,66
vecmul,fst vecmul,0.08,,,26797355.0,ns,69
vecmul,fst vecmul,0.08,,,28022064.0,ns,72
vecmul,fst vecmul,0.08,,,29128778.0,ns,75
vecmul,fst vecmul,0.08,,,30306395.0,ns,78
vecmul,fst vecmul,0.08,,,31457390.0,ns,81
vecmul,fst vecmul,0.08,,,32628255.0,ns,84
vecmul,fst vecmul,0.08,,,33792195.0,ns,87
vecmul,fst vecmul,0.08,,,34967942.0,ns,90
vecmul,fst vecmul,0.08,,,36137848.0,ns,93
vecmul,fst vecmul,0.08,,,37343168.0,ns,96
vecmul,fst vecmul,0.08,,,38565414.0,ns,99
vecmul,fst vecmul,0.08,,,39610469.0,ns,102
vecmul,fst vecmul,0.08,,,40804504.0,ns,105
vecmul,fst vecmul,0.08,,,41960008.0,ns,108
vecmul,fst vecmul,0.08,,,43129341.0,ns,111
vecmul,fst vecmul,0.08,,,44294995.0,ns,114
vecmul,fst vecmul,0.08,,,45439859.0,ns,117
vecmul,fst vecmul,0.08,,,46606237.0,ns,120
vecmul,fst vecmul,0.08,,,47823008.0,ns,123
vecmul,fst vecmul,0.08,,,48934892.0,ns,126
vecmul,fst vecmul,0.08,,,50100903.0,ns,129
vecmul,fst vecmul,0.08,,,51278619.0,ns,132
vecmul,fst vecmul,0.08,,,52450095.0,ns,135
vecmul,fst vecmul,0.08,,,53678986.0,ns,138
vecmul,fst vecmul,0.08,,,54791231.0,ns,141
vecmul,fst vecmul,0.08,,,55955535.0,ns,144
vecmul,fst vecmul,0.08,,,57092527.0,ns,147
vecmul,fst vecmul,0.08,,,58263960.0,ns,150
vecmul,fst vecmul,0.08,,,59496746.0,ns,153
vecmul,fst vecmul,0.08,,,60609633.0,ns,156
vecmul,fst vecmul,0.08,,,61749075.0,ns,159
vecmul,fst vecmul,0.08,,,62914172.0,ns,162
