group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,fst,0.005,,,1056574.0,ns,15
vecmul,fst,0.005,,,2107142.0,ns,30
vecmul,fst,0.005,,,3151679.0,ns,45
vecmul,fst,0.005,,,4200461.0,ns,60
vecmul,fst,0.005,,,5250796.0,ns,75
vecmul,fst,0.005,,,6303206.0,ns,90
vecmul,fst,0.005,,,7352403.0,ns,105
vecmul,fst,0.005,,,8402409.0,ns,120
vecmul,fst,0.005,,,9452159.0,ns,135
vecmul,fst,0.005,,,10502968.0,ns,150
vecmul,fst,0.005,,,11553032.0,ns,165
vecmul,fst,0.005,,,12602882.0,ns,180
vecmul,fst,0.005,,,13653076.0,ns,195
vecmul,fst,0.005,,,14707495.0,ns,210
vecmul,fst,0.005,,,15755028.0,ns,225
vecmul,fst,0.005,,,16802075.0,ns,240
vecmul,fst,0.005,,,17852974.0,ns,255
vecmul,fst,0.005,,,18903245.0,ns,270
vecmul,fst,0.005,,,19955698.0,ns,285
vecmul,fst,0.005,,,21022311.0,ns,300
vecmul,fst,0.005,,,22060776.0,ns,315
vecmul,fst,0.005,,,23107723.0,ns,330
vecmul,fst,0.005,,,24185405.0,ns,345
vecmul,fst,0.005,,,25208503.0,ns,360
vecmul,fst,0.005,,,26256868.0,ns,375
vecmul,fst,0.005,,,27310887.0,ns,390
vecmul,fst,0.005,,,28367398.0,ns,405
vecmul,fst,0.005,,,29408550.0,ns,420
vecmul,fst,0.005,,,30459520.0,ns,435
vecmul,fst,0.005,,,31511501.0,ns,450
vecmul,fst,0.005,,,32563646.0,ns,465
vecmul,fst,0.005,,,33605712.0,ns,480
vecmul,fst,0.005,,,34655806.0,ns,495
vecmul,fst,0.005,,,35743767.0,ns,510
vecmul,fst,0.005,,,36804929.0,ns,525
vecmul,fst,0.005,,,37812417.0,ns,540
vecmul,fst,0.005,,,38862616.0,ns,555
vecmul,fst,0.005,,,39912218.0,ns,570
vecmul,fst,0.005,,,40978818.0,ns,585
vecmul,fst,0.005,,,42012918.0,ns,600
vecmul,fst,0.005,,,43182079.0,ns,615
vecmul,fst,0.005,,,47439192.0,ns,630
vecmul,fst,0.005,,,45171257.0,ns,645
vecmul,fst,0.005,,,46245442.0,ns,660
vecmul,fst,0.005,,,47260439.0,ns,675
vecmul,fst,0.005,,,48316228.0,ns,690
vecmul,fst,0.005,,,49360897.0,ns,705
vecmul,fst,0.005,,,50434026.0,ns,720
vecmul,fst,0.005,,,51462874.0,ns,735
vecmul,fst,0.005,,,52521387.0,ns,750
vecmul,fst,0.005,,,53571212.0,ns,765
vecmul,fst,0.005,,,54747019.0,ns,780
vecmul,fst,0.005,,,55676665.0,ns,795
vecmul,fst,0.005,,,56746714.0,ns,810
vecmul,fst,0.005,,,57762940.0,ns,825
vecmul,fst,0.005,,,58898879.0,ns,840
vecmul,fst,0.005,,,59871866.0,ns,855
vecmul,fst,0.005,,,60956719.0,ns,870
vecmul,fst,0.005,,,62039735.0,ns,885
vecmul,fst,0.005,,,63055696.0,ns,900
vecmul,fst,0.005,,,64066232.0,ns,915
vecmul,fst,0.005,,,65123989.0,ns,930
vecmul,fst,0.005,,,66169419.0,ns,945
vecmul,fst,0.005,,,67260501.0,ns,960
vecmul,fst,0.005,,,68295569.0,ns,975
vecmul,fst,0.005,,,69326886.0,ns,990
vecmul,fst,0.005,,,70375016.0,ns,1005
vecmul,fst,0.005,,,71419500.0,ns,1020
vecmul,fst,0.005,,,72502896.0,ns,1035
vecmul,fst,0.005,,,73528409.0,ns,1050
vecmul,fst,0.005,,,74620606.0,ns,1065
vecmul,fst,0.005,,,75623495.0,ns,1080
vecmul,fst,0.005,,,76702262.0,ns,1095
vecmul,fst,0.005,,,77845455.0,ns,1110
vecmul,fst,0.005,,,78876623.0,ns,1125
vecmul,fst,0.005,,,79825369.0,ns,1140
vecmul,fst,0.005,,,80890284.0,ns,1155
vecmul,fst,0.005,,,81927130.0,ns,1170
vecmul,fst,0.005,,,82977156.0,ns,1185
vecmul,fst,0.005,,,84023010.0,ns,1200
vecmul,fst,0.005,,,85096819.0,ns,1215
vecmul,fst,0.005,,,86137847.0,ns,1230
vecmul,fst,0.005,,,87209757.0,ns,1245
vecmul,fst,0.005,,,88234788.0,ns,1260
vecmul,fst,0.005,,,89325804.0,ns,1275
vecmul,fst,0.005,,,90407823.0,ns,1290
vecmul,fst,0.005,,,91385771.0,ns,1305
vecmul,fst,0.005,,,92453759.0,ns,1320
vecmul,fst,0.005,,,93484042.0,ns,1335
vecmul,fst,0.005,,,94532163.0,ns,1350
vecmul,fst,0.005,,,95583517.0,ns,1365
vecmul,fst,0.005,,,96648852.0,ns,1380
vecmul,fst,0.005,,,97685410.0,ns,1395
vecmul,fst,0.005,,,98775141.0,ns,1410
vecmul,fst,0.005,,,99810356.0,ns,1425
vecmul,fst,0.005,,,100909096.0,ns,1440
vecmul,fst,0.005,,,102025013.0,ns,1455
vecmul,fst,0.005,,,102960007.0,ns,1470
vecmul,fst,0.005,,,103979487.0,ns,1485
vecmul,fst,0.005,,,105035353.0,ns,1500
