group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,csr,0.3,,,1136320.0,ns,7
vecmul,csr,0.3,,,2260958.0,ns,14
vecmul,csr,0.3,,,3394851.0,ns,21
vecmul,csr,0.3,,,4523924.0,ns,28
vecmul,csr,0.3,,,5661805.0,ns,35
vecmul,csr,0.3,,,6786020.0,ns,42
vecmul,csr,0.3,,,7919391.0,ns,49
vecmul,csr,0.3,,,9051961.0,ns,56
vecmul,csr,0.3,,,10254265.0,ns,63
vecmul,csr,0.3,,,11313380.0,ns,70
vecmul,csr,0.3,,,12443113.0,ns,77
vecmul,csr,0.3,,,13577063.0,ns,84
vecmul,csr,0.3,,,14703275.0,ns,91
vecmul,csr,0.3,,,15839647.0,ns,98
vecmul,csr,0.3,,,16968352.0,ns,105
vecmul,csr,0.3,,,18105812.0,ns,112
vecmul,csr,0.3,,,19232140.0,ns,119
vecmul,csr,0.3,,,20511404.0,ns,126
vecmul,csr,0.3,,,21493848.0,ns,133
vecmul,csr,0.3,,,22636267.0,ns,140
vecmul,csr,0.3,,,23758381.0,ns,147
vecmul,csr,0.3,,,24900660.0,ns,154
vecmul,csr,0.3,,,26048197.0,ns,161
vecmul,csr,0.3,,,27147597.0,ns,168
vecmul,csr,0.3,,,28281154.0,ns,175
vecmul,csr,0.3,,,29438827.0,ns,182
vecmul,csr,0.3,,,30546031.0,ns,189
vecmul,csr,0.3,,,31678857.0,ns,196
vecmul,csr,0.3,,,32805242.0,ns,203
vecmul,csr,0.3,,,33936649.0,ns,210
vecmul,csr,0.3,,,35074086.0,ns,217
vecmul,csr,0.3,,,36200645.0,ns,224
vecmul,csr,0.3,,,37354290.0,ns,231
vecmul,csr,0.3,,,38469503.0,ns,238
vecmul,csr,0.3,,,39594479.0,ns,245
vecmul,csr,0.3,,,40724989.0,ns,252
vecmul,csr,0.3,,,41857496.0,ns,259
vecmul,csr,0.3,,,42990084.0,ns,266
vecmul,csr,0.3,,,44136222.0,ns,273
vecmul,csr,0.3,,,45252020.0,ns,280
vecmul,csr,0.3,,,46407150.0,ns,287
vecmul,csr,0.3,,,47510199.0,ns,294
vecmul,csr,0.3,,,48732017.0,ns,301
vecmul,csr,0.3,,,49779053.0,ns,308
vecmul,csr,0.3,,,50911929.0,ns,315
vecmul,csr,0.3,,,52039657.0,ns,322
vecmul,csr,0.3,,,53194002.0,ns,329
vecmul,csr,0.3,,,54354758.0,ns,336
vecmul,csr,0.3,,,55453118.0,ns,343
vecmul,csr,0.3,,,56564878.0,ns,350
vecmul,csr,0.3,,,57695898.0,ns,357
vecmul,csr,0.3,,,58828052.0,ns,364
vecmul,csr,0.3,,,59985781.0,ns,371
vecmul,csr,0.3,,,61096066.0,ns,378
vecmul,csr,0.3,,,62219629.0,ns,385
vecmul,csr,0.3,,,63351575.0,ns,392
vecmul,csr,0.3,,,64508448.0,ns,399
vecmul,csr,0.3,,,65643447.0,ns,406
vecmul,csr,0.3,,,66740859.0,ns,413
vecmul,csr,0.3,,,67954844.0,ns,420
vecmul,csr,0.3,,,69008157.0,ns,427
vecmul,csr,0.3,,,70295855.0,ns,434
vecmul,csr,0.3,,,71322668.0,ns,441
vecmul,csr,0.3,,,72404338.0,ns,448
vecmul,csr,0.3,,,73553532.0,ns,455
vecmul,csr,0.3,,,74668395.0,ns,462
vecmul,csr,0.3,,,75841852.0,ns,469
vecmul,csr,0.3,,,76929018.0,ns,476
vecmul,csr,0.3,,,78062138.0,ns,483
vecmul,csr,0.3,,,79188728.0,ns,490
vecmul,csr,0.3,,,80372681.0,ns,497
vecmul,csr,0.3,,,81478920.0,ns,504
vecmul,csr,0.3,,,82737340.0,ns,511
vecmul,csr,0.3,,,83716516.0,ns,518
vecmul,csr,0.3,,,84884523.0,ns,525
vecmul,csr,0.3,,,85977016.0,ns,532
vecmul,csr,0.3,,,87134736.0,ns,539
vecmul,csr,0.3,,,88242521.0,ns,546
vecmul,csr,0.3,,,92589468.0,ns,553
vecmul,csr,0.3,,,90509749.0,ns,560
vecmul,csr,0.3,,,91663926.0,ns,567
vecmul,csr,0.3,,,92786289.0,ns,574
vecmul,csr,0.3,,,93901502.0,ns,581
vecmul,csr,0.3,,,95037638.0,ns,588
vecmul,csr,0.3,,,96260472.0,ns,595
vecmul,csr,0.3,,,97445129.0,ns,602
vecmul,csr,0.3,,,98418910.0,ns,609
vecmul,csr,0.3,,,99584892.0,ns,616
vecmul,csr,0.3,,,100711821.0,ns,623
vecmul,csr,0.3,,,101879576.0,ns,630
vecmul,csr,0.3,,,102948435.0,ns,637
vecmul,csr,0.3,,,104098328.0,ns,644
vecmul,csr,0.3,,,105254035.0,ns,651
vecmul,csr,0.3,,,106421150.0,ns,658
vecmul,csr,0.3,,,107498286.0,ns,665
vecmul,csr,0.3,,,108605151.0,ns,672
vecmul,csr,0.3,,,109806828.0,ns,679
vecmul,csr,0.3,,,110887403.0,ns,686
vecmul,csr,0.3,,,111994508.0,ns,693
vecmul,csr,0.3,,,113127402.0,ns,700
