group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,csr,0.2,,,1013099.0,ns,9
vecmul,csr,0.2,,,2028741.0,ns,18
vecmul,csr,0.2,,,3032342.0,ns,27
vecmul,csr,0.2,,,4070214.0,ns,36
vecmul,csr,0.2,,,5050689.0,ns,45
vecmul,csr,0.2,,,6062368.0,ns,54
vecmul,csr,0.2,,,7071956.0,ns,63
vecmul,csr,0.2,,,8081058.0,ns,72
vecmul,csr,0.2,,,9091612.0,ns,81
vecmul,csr,0.2,,,10102910.0,ns,90
vecmul,csr,0.2,,,11109855.0,ns,99
vecmul,csr,0.2,,,12124432.0,ns,108
vecmul,csr,0.2,,,13138552.0,ns,117
vecmul,csr,0.2,,,14141681.0,ns,126
vecmul,csr,0.2,,,15151866.0,ns,135
vecmul,csr,0.2,,,16162557.0,ns,144
vecmul,csr,0.2,,,17171858.0,ns,153
vecmul,csr,0.2,,,18183452.0,ns,162
vecmul,csr,0.2,,,19194335.0,ns,171
vecmul,csr,0.2,,,20206933.0,ns,180
vecmul,csr,0.2,,,21212546.0,ns,189
vecmul,csr,0.2,,,22224925.0,ns,198
vecmul,csr,0.2,,,23232226.0,ns,207
vecmul,csr,0.2,,,24244095.0,ns,216
vecmul,csr,0.2,,,25279832.0,ns,225
vecmul,csr,0.2,,,26269189.0,ns,234
vecmul,csr,0.2,,,27275270.0,ns,243
vecmul,csr,0.2,,,28286266.0,ns,252
vecmul,csr,0.2,,,29298306.0,ns,261
vecmul,csr,0.2,,,30307543.0,ns,270
vecmul,csr,0.2,,,31393865.0,ns,279
vecmul,csr,0.2,,,32325302.0,ns,288
vecmul,csr,0.2,,,33336827.0,ns,297
vecmul,csr,0.2,,,34350227.0,ns,306
vecmul,csr,0.2,,,35359043.0,ns,315
vecmul,csr,0.2,,,36392137.0,ns,324
vecmul,csr,0.2,,,37374047.0,ns,333
vecmul,csr,0.2,,,38394501.0,ns,342
vecmul,csr,0.2,,,39423939.0,ns,351
vecmul,csr,0.2,,,40406057.0,ns,360
vecmul,csr,0.2,,,41421649.0,ns,369
vecmul,csr,0.2,,,42443513.0,ns,378
vecmul,csr,0.2,,,43472329.0,ns,387
vecmul,csr,0.2,,,44476759.0,ns,396
vecmul,csr,0.2,,,45608250.0,ns,405
vecmul,csr,0.2,,,46467902.0,ns,414
vecmul,csr,0.2,,,47482454.0,ns,423
vecmul,csr,0.2,,,48487699.0,ns,432
vecmul,csr,0.2,,,49500147.0,ns,441
vecmul,csr,0.2,,,50531296.0,ns,450
vecmul,csr,0.2,,,51571147.0,ns,459
vecmul,csr,0.2,,,52535514.0,ns,468
vecmul,csr,0.2,,,53541025.0,ns,477
vecmul,csr,0.2,,,54630441.0,ns,486
vecmul,csr,0.2,,,55565730.0,ns,495
vecmul,csr,0.2,,,56665508.0,ns,504
vecmul,csr,0.2,,,57582781.0,ns,513
vecmul,csr,0.2,,,58608706.0,ns,522
vecmul,csr,0.2,,,59631718.0,ns,531
vecmul,csr,0.2,,,60613658.0,ns,540
vecmul,csr,0.2,,,61630437.0,ns,549
vecmul,csr,0.2,,,62866786.0,ns,558
vecmul,csr,0.2,,,63647960.0,ns,567
vecmul,csr,0.2,,,64655363.0,ns,576
vecmul,csr,0.2,,,65690028.0,ns,585
vecmul,csr,0.2,,,66670444.0,ns,594
vecmul,csr,0.2,,,67714856.0,ns,603
vecmul,csr,0.2,,,68690551.0,ns,612
vecmul,csr,0.2,,,69706900.0,ns,621
vecmul,csr,0.2,,,70789178.0,ns,630
vecmul,csr,0.2,,,71752657.0,ns,639
vecmul,csr,0.2,,,72740321.0,ns,648
vecmul,csr,0.2,,,73741064.0,ns,657
vecmul,csr,0.2,,,74785870.0,ns,666
vecmul,csr,0.2,,,75792107.0,ns,675
vecmul,csr,0.2,,,79984076.0,ns,684
vecmul,csr,0.2,,,77937432.0,ns,693
vecmul,csr,0.2,,,78831861.0,ns,702
vecmul,csr,0.2,,,79807805.0,ns,711
vecmul,csr,0.2,,,80837248.0,ns,720
vecmul,csr,0.2,,,81828321.0,ns,729
vecmul,csr,0.2,,,82838961.0,ns,738
vecmul,csr,0.2,,,83947581.0,ns,747
vecmul,csr,0.2,,,84861807.0,ns,756
vecmul,csr,0.2,,,85871972.0,ns,765
vecmul,csr,0.2,,,86971913.0,ns,774
vecmul,csr,0.2,,,87921483.0,ns,783
vecmul,csr,0.2,,,88896724.0,ns,792
vecmul,csr,0.2,,,89905016.0,ns,801
vecmul,csr,0.2,,,90919685.0,ns,810
vecmul,csr,0.2,,,91952484.0,ns,819
vecmul,csr,0.2,,,92935328.0,ns,828
vecmul,csr,0.2,,,93948730.0,ns,837
vecmul,csr,0.2,,,95062506.0,ns,846
vecmul,csr,0.2,,,95970809.0,ns,855
vecmul,csr,0.2,,,96981645.0,ns,864
vecmul,csr,0.2,,,98039566.0,ns,873
vecmul,csr,0.2,,,99003555.0,ns,882
vecmul,csr,0.2,,,100028340.0,ns,891
vecmul,csr,0.2,,,101173986.0,ns,900
