group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,csr,0.02,,,992966.0,ns,53
vecmul,csr,0.02,,,1984396.0,ns,106
vecmul,csr,0.02,,,2979053.0,ns,159
vecmul,csr,0.02,,,3971769.0,ns,212
vecmul,csr,0.02,,,4961825.0,ns,265
vecmul,csr,0.02,,,5958107.0,ns,318
vecmul,csr,0.02,,,6947523.0,ns,371
vecmul,csr,0.02,,,7967172.0,ns,424
vecmul,csr,0.02,,,8929031.0,ns,477
vecmul,csr,0.02,,,9918370.0,ns,530
vecmul,csr,0.02,,,10914304.0,ns,583
vecmul,csr,0.02,,,11907216.0,ns,636
vecmul,csr,0.02,,,12916830.0,ns,689
vecmul,csr,0.02,,,13929602.0,ns,742
vecmul,csr,0.02,,,14898783.0,ns,795
vecmul,csr,0.02,,,15899724.0,ns,848
vecmul,csr,0.02,,,16894119.0,ns,901
vecmul,csr,0.02,,,17874637.0,ns,954
vecmul,csr,0.02,,,18852242.0,ns,1007
vecmul,csr,0.02,,,19924915.0,ns,1060
vecmul,csr,0.02,,,20866285.0,ns,1113
vecmul,csr,0.02,,,21855301.0,ns,1166
vecmul,csr,0.02,,,22850535.0,ns,1219
vecmul,csr,0.02,,,23845802.0,ns,1272
vecmul,csr,0.02,,,24823963.0,ns,1325
vecmul,csr,0.02,,,25808141.0,ns,1378
vecmul,csr,0.02,,,26827150.0,ns,1431
vecmul,csr,0.02,,,27788462.0,ns,1484
vecmul,csr,0.02,,,28786580.0,ns,1537
vecmul,csr,0.02,,,29836007.0,ns,1590
vecmul,csr,0.02,,,30896528.0,ns,1643
vecmul,csr,0.02,,,31784946.0,ns,1696
vecmul,csr,0.02,,,32769726.0,ns,1749
vecmul,csr,0.02,,,33755910.0,ns,1802
vecmul,csr,0.02,,,34745516.0,ns,1855
vecmul,csr,0.02,,,35741431.0,ns,1908
vecmul,csr,0.02,,,36779031.0,ns,1961
vecmul,csr,0.02,,,37732810.0,ns,2014
vecmul,csr,0.02,,,38751779.0,ns,2067
vecmul,csr,0.02,,,39713423.0,ns,2120
vecmul,csr,0.02,,,40712399.0,ns,2173
vecmul,csr,0.02,,,41689207.0,ns,2226
vecmul,csr,0.02,,,42698071.0,ns,2279
vecmul,csr,0.02,,,43698263.0,ns,2332
vecmul,csr,0.02,,,44727837.0,ns,2385
vecmul,csr,0.02,,,45700956.0,ns,2438
vecmul,csr,0.02,,,46759938.0,ns,2491
vecmul,csr,0.02,,,47699972.0,ns,2544
vecmul,csr,0.02,,,48730593.0,ns,2597
vecmul,csr,0.02,,,52948338.0,ns,2650
vecmul,csr,0.02,,,50653546.0,ns,2703
vecmul,csr,0.02,,,51671771.0,ns,2756
vecmul,csr,0.02,,,52657407.0,ns,2809
vecmul,csr,0.02,,,53677977.0,ns,2862
vecmul,csr,0.02,,,54664981.0,ns,2915
vecmul,csr,0.02,,,55570858.0,ns,2968
vecmul,csr,0.02,,,56617798.0,ns,3021
vecmul,csr,0.02,,,57591813.0,ns,3074
vecmul,csr,0.02,,,58574423.0,ns,3127
vecmul,csr,0.02,,,59530153.0,ns,3180
vecmul,csr,0.02,,,60545433.0,ns,3233
vecmul,csr,0.02,,,61551525.0,ns,3286
vecmul,csr,0.02,,,62651718.0,ns,3339
vecmul,csr,0.02,,,63509587.0,ns,3392
vecmul,csr,0.02,,,64527534.0,ns,3445
vecmul,csr,0.02,,,65572684.0,ns,3498
vecmul,csr,0.02,,,66531760.0,ns,3551
vecmul,csr,0.02,,,67522635.0,ns,3604
vecmul,csr,0.02,,,68494754.0,ns,3657
vecmul,csr,0.02,,,69546500.0,ns,3710
vecmul,csr,0.02,,,70553162.0,ns,3763
vecmul,csr,0.02,,,71504668.0,ns,3816
vecmul,csr,0.02,,,72481497.0,ns,3869
vecmul,csr,0.02,,,73478222.0,ns,3922
vecmul,csr,0.02,,,74416399.0,ns,3975
vecmul,csr,0.02,,,75471062.0,ns,4028
vecmul,csr,0.02,,,76404710.0,ns,4081
vecmul,csr,0.02,,,77421947.0,ns,4134
vecmul,csr,0.02,,,78446191.0,ns,4187
vecmul,csr,0.02,,,79574138.0,ns,4240
vecmul,csr,0.02,,,80407932.0,ns,4293
vecmul,csr,0.02,,,81404099.0,ns,4346
vecmul,csr,0.02,,,82429382.0,ns,4399
vecmul,csr,0.02,,,83384145.0,ns,4452
vecmul,csr,0.02,,,84370866.0,ns,4505
vecmul,csr,0.02,,,85353938.0,ns,4558
vecmul,csr,0.02,,,86352157.0,ns,4611
vecmul,csr,0.02,,,87358426.0,ns,4664
vecmul,csr,0.02,,,88336160.0,ns,4717
vecmul,csr,0.02,,,89328434.0,ns,4770
vecmul,csr,0.02,,,90328790.0,ns,4823
vecmul,csr,0.02,,,91460677.0,ns,4876
vecmul,csr,0.02,,,92286910.0,ns,4929
vecmul,csr,0.02,,,93249634.0,ns,4982
vecmul,csr,0.02,,,94460099.0,ns,5035
vecmul,csr,0.02,,,95284028.0,ns,5088
vecmul,csr,0.02,,,96340340.0,ns,5141
vecmul,csr,0.02,,,97342997.0,ns,5194
vecmul,csr,0.02,,,98250009.0,ns,5247
vecmul,csr,0.02,,,99220825.0,ns,5300
