group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
vecmul,fst,0.1,,,1401430.0,ns,3
vecmul,fst,0.1,,,2801604.0,ns,6
vecmul,fst,0.1,,,4194291.0,ns,9
vecmul,fst,0.1,,,5582267.0,ns,12
vecmul,fst,0.1,,,6974425.0,ns,15
vecmul,fst,0.1,,,8371290.0,ns,18
vecmul,fst,0.1,,,9766821.0,ns,21
vecmul,fst,0.1,,,11167018.0,ns,24
vecmul,fst,0.1,,,12573256.0,ns,27
vecmul,fst,0.1,,,13951256.0,ns,30
vecmul,fst,0.1,,,16209541.0,ns,33
vecmul,fst,0.1,,,16755486.0,ns,36
vecmul,fst,0.1,,,18156449.0,ns,39
vecmul,fst,0.1,,,19533145.0,ns,42
vecmul,fst,0.1,,,20959463.0,ns,45
vecmul,fst,0.1,,,22335571.0,ns,48
vecmul,fst,0.1,,,23724928.0,ns,51
vecmul,fst,0.1,,,25115703.0,ns,54
vecmul,fst,0.1,,,26509466.0,ns,57
vecmul,fst,0.1,,,27903632.0,ns,60
vecmul,fst,0.1,,,29303142.0,ns,63
vecmul,fst,0.1,,,30708634.0,ns,66
vecmul,fst,0.1,,,32090321.0,ns,69
vecmul,fst,0.1,,,33484728.0,ns,72
vecmul,fst,0.1,,,34889081.0,ns,75
vecmul,fst,0.1,,,36314346.0,ns,78
vecmul,fst,0.1,,,37764742.0,ns,81
vecmul,fst,0.1,,,39075977.0,ns,84
vecmul,fst,0.1,,,40469776.0,ns,87
vecmul,fst,0.1,,,41859824.0,ns,90
vecmul,fst,0.1,,,43271618.0,ns,93
vecmul,fst,0.1,,,44651413.0,ns,96
vecmul,fst,0.1,,,46073384.0,ns,99
vecmul,fst,0.1,,,47472606.0,ns,102
vecmul,fst,0.1,,,48834527.0,ns,105
vecmul,fst,0.1,,,50235308.0,ns,108
vecmul,fst,0.1,,,51631079.0,ns,111
vecmul,fst,0.1,,,53038765.0,ns,114
vecmul,fst,0.1,,,54432489.0,ns,117
vecmul,fst,0.1,,,55858822.0,ns,120
vecmul,fst,0.1,,,57372505.0,ns,123
vecmul,fst,0.1,,,58600768.0,ns,126
vecmul,fst,0.1,,,59994657.0,ns,129
vecmul,fst,0.1,,,61396648.0,ns,132
vecmul,fst,0.1,,,62815268.0,ns,135
vecmul,fst,0.1,,,64283191.0,ns,138
vecmul,fst,0.1,,,65604184.0,ns,141
vecmul,fst,0.1,,,66986275.0,ns,144
vecmul,fst,0.1,,,68371283.0,ns,147
vecmul,fst,0.1,,,69876440.0,ns,150
vecmul,fst,0.1,,,71163421.0,ns,153
vecmul,fst,0.1,,,72594284.0,ns,156
vecmul,fst,0.1,,,73958540.0,ns,159
vecmul,fst,0.1,,,75348883.0,ns,162
vecmul,fst,0.1,,,76770229.0,ns,165
vecmul,fst,0.1,,,78157158.0,ns,168
vecmul,fst,0.1,,,79535335.0,ns,171
vecmul,fst,0.1,,,80926351.0,ns,174
vecmul,fst,0.1,,,82351875.0,ns,177
vecmul,fst,0.1,,,83797411.0,ns,180
vecmul,fst,0.1,,,85131756.0,ns,183
vecmul,fst,0.1,,,86536714.0,ns,186
vecmul,fst,0.1,,,87945908.0,ns,189
vecmul,fst,0.1,,,89313411.0,ns,192
vecmul,fst,0.1,,,90719869.0,ns,195
vecmul,fst,0.1,,,95342254.0,ns,198
vecmul,fst,0.1,,,93511531.0,ns,201
vecmul,fst,0.1,,,95036275.0,ns,204
vecmul,fst,0.1,,,96303422.0,ns,207
vecmul,fst,0.1,,,97677927.0,ns,210
vecmul,fst,0.1,,,99144340.0,ns,213
vecmul,fst,0.1,,,100481404.0,ns,216
vecmul,fst,0.1,,,101911122.0,ns,219
vecmul,fst,0.1,,,103269455.0,ns,222
vecmul,fst,0.1,,,104685805.0,ns,225
vecmul,fst,0.1,,,106084492.0,ns,228
vecmul,fst,0.1,,,107443530.0,ns,231
vecmul,fst,0.1,,,108837140.0,ns,234
vecmul,fst,0.1,,,110261416.0,ns,237
vecmul,fst,0.1,,,111711297.0,ns,240
vecmul,fst,0.1,,,113063462.0,ns,243
vecmul,fst,0.1,,,114422115.0,ns,246
vecmul,fst,0.1,,,115856350.0,ns,249
vecmul,fst,0.1,,,117257030.0,ns,252
vecmul,fst,0.1,,,118621701.0,ns,255
vecmul,fst,0.1,,,120097419.0,ns,258
vecmul,fst,0.1,,,121507758.0,ns,261
vecmul,fst,0.1,,,122794039.0,ns,264
vecmul,fst,0.1,,,124303730.0,ns,267
vecmul,fst,0.1,,,125606637.0,ns,270
vecmul,fst,0.1,,,127064337.0,ns,273
vecmul,fst,0.1,,,128423075.0,ns,276
vecmul,fst,0.1,,,129767897.0,ns,279
vecmul,fst,0.1,,,131184283.0,ns,282
vecmul,fst,0.1,,,132552139.0,ns,285
vecmul,fst,0.1,,,133980940.0,ns,288
vecmul,fst,0.1,,,135449593.0,ns,291
vecmul,fst,0.1,,,136777849.0,ns,294
vecmul,fst,0.1,,,138190644.0,ns,297
vecmul,fst,0.1,,,139528322.0,ns,300
